title,qualifies_wg,disqualification_reason,wg_needs_to_read,relevant_references,notes,author,publication,doi,year,search_venue,institution_lead_author,country_of_study,spatial_scale,time_range,bio_recs_data_analyzed,methods_development,methods_analysis,individual_sp_analysis,community_analysis,compiled_individual_sp_analysis,alien_sp_focus,distribution_change_based_on_specimen_reexamination,testing_spat_bias_correction,(testing other data quality correction),sp_richness,diversity,distribution,phenology,testing_macro_theory,order,taxon,entire_taxon_group,subset_justified,spatial_bias_addressed,spat_bias_correction_method,observer_variability_addressed,data_source,data_tp_what_where_when,data_tp_detection_non_detection,data_tp_known_effort,data_tp_semi_structured,data_tp_museum,data_tp_photo,data_tp_audio,data_tp_video,results_tp_hypothesis_testing,results_tp_prediction,results_tp_descriptive,(prediction performance meausure),(analysis method),multiple_datasets_integrated_for_analysis,(predictor variables),(summary stats),sample_size,voucher_necessary_for_analysis,volume,issue
"THE ATLAS OF BRITAIN AND NORTHERN-IRELAND - BICKMORE,DP, SHAW,MA",FALSE,book review,NA,NA,NA,"HITCHCOCK, CB; MILLER, OM",GEOGRAPHICAL REVIEW,10.2307/213202,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2
"A catalogue of the collections of Mexican amber at the Natural History Museum, London and National Museums Scotland, Edinburgh, UK",FALSE,No analysis.  This is a data publication.,NA,NA,NA,"Ross, Andrew J.; Mellish, Claire J. T.; Crighton, Bill; York, Peter V.",BOLETIN DE LA SOCIEDAD GEOLOGICA MEXICANA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1
"COUNTY ATLASES OF BRITISH-ISLES, 1579-1850 .1. 1579-1703 - SKELTON,RA",FALSE,book review,NA,NA,NA,"WALLIS, H",ANTIQUARIES JOURNAL,10.1017/S0003581500076095,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA
"The environment of the British Isles: An atlas - Goudie,AS, Brunsden,D",FALSE,book review,NA,NA,NA,"Inkpen, R",CARTOGRAPHIC JOURNAL,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1
"County Atlases of the British Isles published after 1703: a bibliography, vol. 3, Atlases published 1764-1789.",FALSE,book review,NA,NA,NA,"Smith, CD",GEOGRAPHICAL JOURNAL,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA
UNITED-KINGDOM DIGITAL MARINE ATLAS,FALSE,software review,NA,NA,NA,"BLAKE, B; BROWN, R",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,10.1002/aqc.3270030209,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
"The environment of the British Isles: An atlas - Goudie,AS, Brunsden,D",FALSE,book review,NA,NA,NA,"Wingate, RG",JOURNAL OF GEOGRAPHY,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2
"LITERARY ATLAS AND GAZETEER OF THE BRITISH-ISLES - HARDWICK,M",FALSE,book review,NA,NA,NA,[Anonymous],ANTIOCH REVIEW,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1-2
"THE ENVIRONMENT OF THE BRITISH-ISLES - AN ATLAS - GOUDIE,AS, BRUNSDEN,D",FALSE,book review,NA,NA,NA,"HUNT, A",GEOGRAPHY,NA,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,348
"LITERARY LANDSCAPES OF THE BRITISH-ISLES - NARRATIVE ATLAS - DAICHCH,D, FLOWER,J",FALSE,book review,NA,NA,NA,[Anonymous],NEW YORKER,NA,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,8
Interactive atlas of Great Britain,FALSE,software review,NA,NA,NA,"Roberts, M",GEOGRAPHY,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,357
"LITERARY LANDSCAPES OF THE BRITISH-ISLES - A NARRATIVE ATLAS - DAICHES,D, FLOWER,J",FALSE,book review,NA,NA,NA,"MCMANIS, DR",GEOGRAPHICAL REVIEW,10.2307/215075,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,1
"COUNTY ATLASES OF THE BRITISH-ISLES PUBLISHED AFTER 1703, VOL 1, ATLASES PUBLISHED 1704 TO 1742 AND THEIR SUBSEQUENT EDITIONS - HODSON,D",FALSE,book review,NA,NA,NA,"HYDE, R",TLS-THE TIMES LITERARY SUPPLEMENT,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320
"ATLAS OF THE LICHENS OF THE BRITISH-ISLES - SEAWARD,MRD, HITCH,CJB",FALSE,book review,NA,NA,NA,"BROWN, DH",JOURNAL OF ECOLOGY,10.2307/2260043,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,1
"LITERARY LANDSCAPES OF THE BRITISH-ISLES - NARRATIVE ATLAS - DAICHES,D, FLOWER,J",FALSE,book review,NA,NA,NA,"LIPSON, ER",NEW YORK TIMES BOOK REVIEW,NA,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,9
"LITERARY LANDSCAPES OF THE BRITISH-ISLES - A NARRATIVE ATLAS - DAICHES,D, FLOWER,J",FALSE,book review,NA,NA,NA,"SPATE, OHK",GEOGRAPHICAL JOURNAL,10.2307/634941,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NOV
"The environment of the British Isles. An atlas - Goudie,AS, Brunsden,D",FALSE,book review,NA,NA,NA,"North, M",ENVIRONMENT AND PLANNING A,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,6
"GUIDE TO DUTCH ATLAS MAPS, 1. The British Isles, vol 1, England",FALSE,book review,NA,NA,NA,"Barber, Peter",BOOK COLLECTOR,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,3
"The British Isles, Vol. 1: England. Guides to Dutch Atlas Maps.",FALSE,book review,NA,NA,NA,"Garrett, Jeffrey",COLLEGE & RESEARCH LIBRARIES,10.5860/0730507,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,5
"The environment of the British Isles: An atlas - Goudie,AS, Brunsden,D",FALSE,book review,NA,NA,NA,"Jones, AR",AREA,NA,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4
"FISHER,J - SHELL NATURE LOVERS ATLAS OF ENGLAND SCOTLAND AND WALES",FALSE,book review,NA,NA,NA,[Anonymous],ARDEA,NA,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1-2
Ordnance survey interactive atlas of Great Britain (second edition),FALSE,software review,NA,NA,NA,"Roberts, M",GEOGRAPHY,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA
"UNITED-KINGDOM DIGITAL MARINE ATLAS, 2ND EDITION - BRITISH-OCEANOG-DATA-CTR",FALSE,book review,NA,NA,NA,"LAWRENCE, P",GEOGRAPHICAL JOURNAL,10.2307/3451433,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,NA
"FISHER,J - SHELL NATURE LOVERS ATLAS ENGLAND SCOTLAND WALES",FALSE,book review,NA,NA,NA,"RICHARDS, OW",JOURNAL OF ANIMAL ECOLOGY,10.2307/3029,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1
"COUNTY ATLASES OF THE BRITISH-ISLES PUBLISHED AFTER 1703, VOL 1, ATLASES PUBLISHED 1704 TO 1742 AND THEIR SUBSEQUENT EDITIONS - HODSON,D",FALSE,book review,NA,NA,NA,"ALEXANDER, D",PRINT QUARTERLY,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"LITERARY LANDSCAPES OF THE BRITISH-ISLES - NARRATIVE ATLAS - DAICHES,D, FLOWER,J",FALSE,book review,NA,NA,NA,"FUSSELL, P",NEW REPUBLIC,NA,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,14
"SOME PRELIMINARY STUDIES ON TAXA IN THE GENUS GRAMMONEMA (BACILLARIOPHYTA) USING HERBARIUM MATERIAL FROM THE DIATOM COLLECTION OF THE NATURAL HISTORY MUSEUM, LONDON, UK",FALSE,meeting abstract.  Does not present new analysis.,NA,NA,NA,"Stachura-Suchoples, K.; Williams, D. M.",PHYCOLOGIA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,4
"COUNTY ATLASES OF THE BRITISH-ISLES PUBLISHED AFTER 1703, VOL 1, ATLASES PUBLISHED 1704 TO 1742 AND THEIR SUBSEQUENT EDITIONS - HODSON,D",FALSE,book review,NA,NA,NA,"WILKES, M",JOURNAL OF THE SOCIETY OF ARCHIVISTS,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2
"STANFORDS GEOLOGICAL ATLAS OF GREAT-BRITAIN - EASTWOOD,T",FALSE,book review,NA,NA,NA,"CLAYTON, KM",GEOGRAPHICAL JOURNAL,10.2307/1792309,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,4
"HISTORICAL ATLAS OF GREAT-BRITAIN - FALKUS,M, GILLINGHAM,J",FALSE,book review,NA,NA,NA,"MCCULLOCH, K",HISTORY TODAY,NA,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,MAY
GeoExposures: Documenting temporary geological exposures in Great Britain through a citizen-science web site,FALSE,Not biological. Geological study.,NA,NA,NA,"Powell, John; Nash, Gemma; Bell, Patrick",PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION,10.1016/j.pgeola.2012.04.004,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,4
What's Welsh for 'Crowdsourcing'? Citizen Science and Community Engagement at the National Library of Wales,FALSE,Not biological.  Cultural history cit sci project.,NA,NA,NA,"Dafis, Lyn Lewis; Hughes, Lorna M.; James, Rhian",Digital Research in the Arts and Humanities,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNITED-KINGDOM, FOCUSING ON THE MARKET + RECENT AND CURRENT WORK IN VISITOR STUDIES AT THE TSUI-GALLERY,VICTORIA-AND-ALBERT-MUSEUM, THE NATURAL-HISTORY-MUSEUM, THE NATIONAL-MUSEUMS-AND-GALLERIES-ON-MERSEYSIDE AND THE BIRMINGHAM-MUSEUM-AND-ART-GALLERY",FALSE,Studying visitors in museums.,NA,NA,NA,"MCMANUS, P; MILES, R",MUSEUM INTERNATIONAL,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2
Climate association with fluctuation in annual abundance of fifty widely distributed moths in England and Wales: a citizen-science study,TRUE,NA,NA,NA,Borderline eligible.  Location opportunistic but other than that this is more citizen science than biological records.,"Wilson, John Fawcett; Baker, David; Cook, Mike; Davis, George; Freestone, Roger; Gardner, David; Grundy, Dave; Lowe, Norman; Orridge, Steve; Young, Heather",JOURNAL OF INSECT CONSERVATION,10.1007/s10841-015-9811-4,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,5
"Echinorhynchus salmonis Muller, 1784 absent in Britain and Ireland: Re-identification of museum specimens",TRUE,NA,NA,NA,Voucher specimens required but this is a range study.,"Chubb, JC",FOLIA PARASITOLOGICA,10.14411/fp.2004.011,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1
"AN ATLAS OF RENEWABLE ENERGY-RESOURCES IN THE UNITED-KINGDOM AND NORTH-AMERICA - MUSTOE,J",FALSE,book review,NA,NA,NA,"KENT, RB",AMERICAN CARTOGRAPHER,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2
"AGRICULTURAL ATLAS OF SCOTLAND - COPPOCK,JT",FALSE,book review,NA,NA,NA,"DUNN, JM",JOURNAL OF AGRICULTURAL ECONOMICS,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3
"NATIONAL ATLAS OF WALES - CARTER,H",FALSE,book review,NA,NA,NA,"MELLOR, REH",SCOTTISH GEOGRAPHICAL MAGAZINE,NA,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,3
UK citizen-science scheme to trap wasps criticized,FALSE,No original research.  News blurb.,NA,NA,NA,"Gewin, Virginia",FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8
ATLAS OF IRELAND,FALSE,book review,NA,NA,NA,"KEARNS, KC",GEOGRAPHICAL REVIEW,10.2307/214199,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,2
"GHANA POPULATION ATLAS - THE DISTRIBUTION AND DENSITY OF POPULATION IN THE GOLD COAST AND TOGOLAND UNDER UNITED-KINGDOM TRUSTEESHIP - HILTON,TE",FALSE,book review,NA,NA,NA,"SMITH, TE",INTERNATIONAL AFFAIRS,10.2307/2609537,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3
Citizen science reveals trends in bat populations: The National Bat Monitoring Programme in Great Britain,TRUE,NA,NA,NA,Partially eligible.  Two of the four survey methods have opportunistic locations while the other two have randomly assigned locations.,"Barlow, K. E.; Briggs, P. A.; Haysom, K. A.; Hutson, A. M.; Lechiara, N. L.; Racey, P. A.; Walsh, A. L.; Langton, S. D.",BIOLOGICAL CONSERVATION,10.1016/j.biocon.2014.11.022,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA
"Recreational fisheries in the UK: natural capital, ecosystem services, threats, and management",FALSE,review,NA,NA,NA,"Winfield, Ian J.",FISHERIES SCIENCE,10.1007/s12562-016-0967-y,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2
ATLAS OF IRELAND - ROYAL-IRISH-ACAD,FALSE,book review,NA,NA,NA,"PROUDFOOT, B",SCOTTISH GEOGRAPHICAL MAGAZINE,NA,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1
"AGRICULTURAL ATLAS OF SCOTLAND - COPPOCK,JT",FALSE,book review,NA,NA,NA,"GORDON, G",GEOGRAPHY,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,277
"AGRICULTURAL ATLAS OF SCOTLAND - COPPOCK,JT",FALSE,book review,NA,NA,NA,"GREEN, FHW",GEOGRAPHICAL JOURNAL,10.2307/1795883,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,JUL
THE NATIONAL-ATLAS-OF-WALES,FALSE,Not biological.  History of cartographic project.,NA,NA,NA,"GRIFFITHS, HM",CARTOGRAPHIC JOURNAL,NA,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1
The role of citizen science in monitoring biodiversity in Ireland,FALSE,review,TRUE,NA,NA,"Donnelly, Alison; Crowe, Olivia; Regan, Eugenie; Begley, Sinead; Caffarra, Amelia",INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,10.1007/s00484-013-0717-0,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,6
"'LINGUISTIC ATLAS OF SCOTLAND' - SPEITEL,H, MATHER,J",FALSE,review,NA,NA,NA,"GARIOCH, R",TLS-THE TIMES LITERARY SUPPLEMENT,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3939
WOLFSON GEOCHEMICAL ATLAS OF ENGLAND AND WALES,FALSE,Not biology.  Chemistry.,NA,NA,NA,"WEBB, JS; THORNTON, I; HOWARTH, RJ; THOMPSON, M",CHEMISTRY IN BRITAIN,NA,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10
A herbarium record of Orthotrichum alpestre Hornsch ex Bruch & Schimp. in Scotland: new to Britain,TRUE,NA,NA,NA,Borderline eligible but this is a range study.,"Blockeel, T. L.; Lara, F.",JOURNAL OF BRYOLOGY,10.1179/1743282015Y.0000000004,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,37,3
"HISTORICAL ATLAS OF SCOTLAND, C400-1600 - MCNEILL,P, NICHOLSON,R",FALSE,book review,NA,NA,NA,"USHER, G",WELSH HISTORY REVIEW,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4
"AGRICULTURE IN IRELAND - A CENSUS ATLAS - HORNER,AA",FALSE,book review,NA,NA,NA,"ILBERY, B",JOURNAL OF RURAL STUDIES,10.1016/0743-0167(86)90088-4,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
