author,title,year,articleURL,doi
"S Dale, K Bøhn","Trends in the Siberian Jay, Perisoreus infaustus, Populations in Southern Norway in Relation to Forestry, Climate Change and other Corvid Species",2016,http://www.bioone.org/doi/abs/10.5735/086.053.0604,NA
"D Fourches, E Muratov, A Tropsha","Trust, but verify II: A practical guide to chemogenomics data curation",2016,http://pubs.acs.org/doi/abs/10.1021/acs.jcim.6b00129,NA
"BM Norman, JA Holmberg, Z Arzoumanian…",Understanding constellations: The use of 'citizen science'to elucidate the global biology of a threatened marine mega-vertebrate,2016,http://www.qscience.com/doi/abs/10.5339/qproc.2016.iwsc4.38,NA
D Boezeman,Understanding the transformation of climate futures. A conceptual framework illustrated with urban adaptation policy,2016,https://www.sciencedirect.com/science/article/pii/S0016328715000920,NA
"SA Ballari, CB Anderson, AEJ Valenzuela",Understanding trends in biological invasions by introduced mammals in southern South America: a review of research and management,2016,http://onlinelibrary.wiley.com/doi/10.1111/mam.12065/full,NA
"J Kamp, S Oppel, H Heldbjerg…",Unstructured citizen science data fail to detect long‐term population declines of common birds in Denmark,2016,http://onlinelibrary.wiley.com/doi/10.1111/ddi.12463/full,NA
"A Wolff, JJC Montaner, G Kortuem",Urban Data in the primary classroom: bringing data literacy to the UK curriculum,2016,http://ci-journal.org/index.php/ciej/article/view/1289,NA
"JA Azevedo, L Chapman, CL Muller",Urban heat and residential electricity consumption: A preliminary study,2016,https://www.sciencedirect.com/science/article/pii/S0143622816300297,NA
"S Rai, O Griffiths",'Useful'civic hacking for environmental sustainability: knowledge transfer and the International Space Apps Challenge,2016,https://digital.library.adelaide.edu.au/dspace/handle/2440/108485,NA
"EL Garroutte, AJ Hansen, RL Lawrence",Using NDVI and EVI to map spatiotemporal variation in the biomass and quality of forage for migratory elk in the Greater Yellowstone Ecosystem,2016,http://www.mdpi.com/2072-4292/8/5/404html,NA
"K Charitonos, M Charalampidi…",Using object-based activities and an online inquiry platform to support learners' engagement with their heritage language and culture,2016,https://books.google.com/books?hl=en&lr=&id=TN6_DQAAQBAJ&oi=fnd&pg=PA87&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=IOLolVC-Es&sig=Rnejua7eUPeLpbnJ5gR8fUmeENM,NA
H Mulyono,"Using"" Quipper"" as an Online Platform for Teaching and Learning English as a Foreign Language.",2016,https://www.ceeol.com/content-files/document-409101.pdf,NA
IE Gulliksen,Utbredelse og habitatvalg hos piggsvin (Erinaceus europaeus) i Ås kommune: hva påvirker forekomsten av piggsvin ved bebyggelse?,2016,https://brage.bibsys.no/xmlui/handle/11250/2403148,NA
"MK Pedersen, B Skyum, R Heck, R Müller…",Virtual learning environment for interactive engagement with advanced quantum mechanics,2016,https://journals.aps.org/prper/abstract/10.1103/PhysRevPhysEducRes.12.013102,NA
JM Glime,"Volume 2, Chapter 12-8: Terrestrial Insects: Holometabola-Megaloptera & Neuroptera",2016,http://digitalcommons.mtu.edu/cgi/viewcontent.cgi?article=1157&context=bryo-ecol-subchapters,NA
"G Ziv, K Mullin, B Boeuf, W Fincham, N Taylor…",Water quality is a poor predictor of recreational hotspots in England,2016,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0166950,NA
"ID Jones, EB Mackay, RI Woolway…",What can high frequency measurements tell us about mixing events in lakes?,2016,https://openpub.fmach.it/bitstream/10449/34894/1/NETLAKE%20symposium%20booklet.pdf,NA
"J Redfern, S Illingworth, J Verran",What does the UK public want from academic science communication?,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4916990/,NA
"H Riesch, C Potter, L Davies","What Is Public Engagement, and What Is It for? A Study of Scientists' and Science Communicators' Views",2016,http://journals.sagepub.com/doi/abs/10.1177/0270467617690057,NA
M Entradas,What is the public's role in 'space'policymaking? Images of the public by practitioners of 'space'communication in the United Kingdom,2016,http://journals.sagepub.com/doi/abs/10.1177/0963662515579838,NA
"C Cobo, ME Bulger, J Bright, R den Rooijen",What Role Do'Power Learners' Play in Online Learning Communities?,2016,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2834894,NA
"SE Grenfell, RM Callaway, MC Grenfell…",Will a rising sea sink some estuarine wetland ecosystems?,2016,https://www.sciencedirect.com/science/article/pii/S0048969716304089,NA
"X He, KS He, J Hyvönen",Will bryophytes survive in a warming world?,2016,https://www.sciencedirect.com/science/article/pii/S1433831916300117,NA
"CA Morrison, RA Robinson…",Winter wren populations show adaptation to local climate,2016,http://rsos.royalsocietypublishing.org/content/3/6/160250.abstract,NA
M Ridge,Your Paintings Tagger: Crowdsourcing Descriptive Metadata for a National Virtual Collection,2016,https://www.taylorfrancis.com/books/e/9781317156857/chapters/10.4324%2F9781315575162-16,NA
"A Boaz, D Biri, C McKevitt",… between science and society: Has there been a shift in attitudes to Patient and Public Involvement and Public Engagement in Science in the United Kingdom …,2016,http://onlinelibrary.wiley.com/doi/10.1111/hex.12295/full,NA
李际,公众科学: 生态学野外研究的新范式,2016,http://www.xml-data.org/KXYSH/html/3e46a786-1d67-4b86-8cd8-d56dfbc0355e.htm,NA
"高原輝彦, 山中裕樹, 源利文, 土居秀幸…",環境 DNA 分析の手法開発の現状~ 淡水域の研究事例を中心にして~,2016,https://www.jstage.jst.go.jp/article/seitai/66/3/66_583/_article/-char/ja/,NA
"RJ Green, P Wood",11 Australian Wildlife Tourism and Research Network,2015,https://books.google.com/books?hl=en&lr=&id=l7phCQAAQBAJ&oi=fnd&pg=PA165&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+ireland+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=LUve92WKzw&sig=9ym4IxD_nKa2nBtLP1bP0gYVQ44,NA
"P Monteiro, L Bentes, F Oliveira, CML Afonso…",EUNIS habitat's thresholds for the Western coast of the Iberian Peninsula—A Portuguese case study,2015,https://www.sciencedirect.com/science/article/pii/S1385110114002172,NA
"P Dennis, J Skartveit, A Kunaver, DI McCracken",Global Ecology and Conservation,2015,https://core.ac.uk/download/pdf/30715659.pdf,NA
"CB Embling, AEM Walters, SJ Dolman",Global Ecology and Conservation,2015,https://www.researchgate.net/profile/Sarah_Dolman2/publication/275671164_How_much_effort_is_enough_The_power_of_citizen_science_to_monitor_trends_in_coastal_cetacean_species/links/556c1d3208aec226830384c0.pdf,NA
"KE Plummer, GM Siriwardena, GJ Conway…",Is supplementary feeding in gardens a driver of evolutionary change in a migratory bird species?,2015,http://onlinelibrary.wiley.com/doi/10.1111/gcb.13070/full,NA
"RM Chiaravalloti, C Delelis, C Tofoli, CV Padua…",Natureza & Conservação,2015,http://www.academia.edu/download/44124709/Federal_protected_areas_management_strat20160326-14838-11f8v3s.pdf,NA
M Meyer,10 Amateurization and re-materialization in biology,2015,https://books.google.com/books?hl=en&lr=&id=z3rABgAAQBAJ&oi=fnd&pg=PA142&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+ireland+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=x6ennsnYE0&sig=a8LQALEEYrELNSNyKewttFmPiB0,NA
B Koth,13 Hosting bluewater sailors,2015,https://books.google.com/books?hl=en&lr=&id=OHnABgAAQBAJ&oi=fnd&pg=PA219&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=PyhiyXAoq7&sig=ADZrNSwmJHjF1lp9o7S85KeH6zY,NA
"E SHEEHY, C LAWTON",5. Predators of red and grey squirrels in their natural and introduced ranges,2015,https://www.researchgate.net/profile/Emma_Sheehy/publication/278953465_Predators_of_red_and_grey_squirrels_in_their_natural_and_introduced_ranges/links/569cf7f108ae5c9fe6c17450.pdf,NA
"TA Langen, E Kari, SDJ Gunson…",8 Planning and Designing Mitigation of,2015,https://books.google.com/books?hl=en&lr=&id=9sUJCAAAQBAJ&oi=fnd&pg=PA146&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+ireland+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=eynGwRUsb4&sig=dFIls3D8DnwAqtfY6UcH75KYXMk,NA
"QJ Groom, JL Durkin, J O'Reilly, A Mclay…","A benchmark survey of the common plants of South Northumberland and Durham, United Kingdom",2015,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4699291/,NA
"F Kupper, P Klaassen, M Rijnen…",A catalogue of good RRI practices,2015,https://www.mistraurbanfutures.org/sites/mistraurbanfutures.org/files/catalogue-of-good-rri-practices.pdf,NA
"A Fritzsche, KM Möslein",Accelerating Scientific Research with Open Laboratories,2015,http://www.academia.edu/download/41326251/Bam2015OpenLaboratories.pdf,NA
"LK Blight, MC Drever, P Arcese",A century of change in Glaucous-winged Gull (Larus glaucescens) populations in a dynamic coastal environment,2015,http://www.bioone.org/doi/abs/10.1650/CONDOR-14-113.1,NA
"PK Thornton, M Herrero",Adapting to climate change in the mixed crop and livestock farming systems in sub-Saharan Africa,2015,https://www.nature.com/articles/nclimate2754,NA
"MF Summers, IP Holman, RC Grabowski",Adaptive management of river flows in Europe: a transferable framework for implementation,2015,https://www.sciencedirect.com/science/article/pii/S0022169415008288,NA
"S Birko, ES Dove, V Özdemir",A delphi technology foresight study: Mapping social construction of scientific evidence on metagenomics tests for water safety,2015,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0129706,NA
"M Fjeld, P Woźniak, J Cowls, B Nardi",Ad hoc encounters with big data: Engaging citizens in conversations around tabletops,2015,http://journals.uic.edu/ojs/index.php/fm/article/view/5611,NA
"M Solano-Fernández, JA Montoya-Márquez…","Age and growth of the Dolphinfish Coryphaena hippurus in the coast of Oaxaca and Chiapas, Mexico",2015,http://www.redalyc.org/html/479/47943353008/,NA
"TCD Lucas, EA Moorcroft, R Freeman…",A generalised random encounter model for estimating animal density with remote sensor data,2015,http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12346/full,NA
"RW Battarbee, S Turner, H Yang, NL Rose…","Air pollutant contamination and acidification of surface waters in the North York Moors, UK: Multi-proxy evidence from the sediments of a moorland pool",2015,http://journals.sagepub.com/doi/abs/10.1177/0959683614556380,NA
A Whiteman,Alternative Energy Development and the Future of Eurasian Brown Bears in Croatia,2015,https://www.iccs.org.uk/wp-content/uploads/2015/11/Whiteman_Ari_ConSci_2015.compressed.pdf,NA
"WJ Sutherland, DB Roy…",An agenda for the future of biological recording for ecological monitoring and citizen science,2015,http://onlinelibrary.wiley.com/doi/10.1111/bij.12576/full,NA
E Verdún,Análisis morfométricos en arqueomalacología: Identificación de zonas de recolecta en conchales del Canal Beagle,2015,http://www.scielo.cl/scielo.php?pid=S0718-22442015000100015&script=sci_arttext&tlng=pt,NA
"J Ralston, DI King, WV DeLuca, GJ Niemi…",Analysis of combined data sets yields trend estimates for vulnerable spruce-fir birds in northern United States,2015,https://www.sciencedirect.com/science/article/pii/S0006320715001834,NA
"R Follett, V Strezov",An analysis of citizen science based research: usage and publication patterns,2015,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0143687,NA
CW Marean,An evolutionary anthropological perspective on modern human origins,2015,http://www.annualreviews.org/doi/abs/10.1146/annurev-anthro-102313-025954,NA
K TERVO-KANKARE,ANNE-METTE HJALAGER KAARINA TERVO-KANKARE ANJA TUOHINO HENNA KONU DANISH CENTRE FOR RURAL RESEARCH,2015,http://www.hardanger.com/Prowell/Prosjektrapporten.pdf,NA
"SE Newson, HE Evans, S Gillings","A novel citizen science approach for large-scale standardised monitoring of bat activity and distribution, evaluated in eastern England",2015,https://www.sciencedirect.com/science/article/pii/S0006320715002323,NA
K White,Applying Adaptive Management Approaches to Data Limited Fisheries: The Case of Bermuda's Shallow Water Snapper Species [graduate project].,2015,http://dalspace.library.dal.ca/handle/10222/70750,NA
"JJ Cusack, A Swanson, T Coulson…","Applying a random encounter model to estimate lion density from camera traps in Serengeti National Park, Tanzania",2015,http://onlinelibrary.wiley.com/doi/10.1002/jwmg.902/full,NA
CT Morehart,Archaeologies of the Past and in the Present in 2014: Materialities of Human History,2015,http://onlinelibrary.wiley.com/doi/10.1111/aman.12249/full,NA
"S Tarte, P Willcox, H Glaser, D De Roure",Archetypal narratives in social machines: Approaching sociality through prosopography,2015,https://dl.acm.org/citation.cfm?id=2786471,NA
"H Roy, R Scalera, O Booy, E Branquart, B Gallardo…",ARES (2014) 2425342-22/07/2014. Organisation and running of a scientific workshop to complete selected invasive alien species (IAS) risk assessments,2015,http://nora.nerc.ac.uk/id/eprint/510663/,NA
"T Petrusková, L Diblíková, P Pipek, E Frauendorf…",A review of the distribution of Yellowhammer (Emberiza citrinella) dialects in Europe reveals the lack of a clear macrogeographic pattern,2015,https://link.springer.com/article/10.1007/s10336-014-1102-4,NA
T Bateman,"Artificial Reefs: Types, applications, trends in deployment and the development of a cost-effective method for monitoring their fish faunas",2015,http://researchrepository.murdoch.edu.au/id/eprint/29645/,NA
"LI Vilchis, CK Johnson, JR Evenson…",Assessing ecological correlates of marine bird declines to inform marine conservation,2015,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12378/full,NA
"BA Harpur, NC Chapman, L Krimus, P Maciukiewicz…",Assessing patterns of admixture and ancestry in Canadian honey bees,2015,https://link.springer.com/article/10.1007/s00040-015-0427-1,NA
"WF Mullen, SP Jackson, A Croitoru, A Crooks…",Assessing the impact of demographic characteristics on spatial error in volunteered geographic information features,2015,https://link.springer.com/article/10.1007/s10708-014-9564-8,NA
"F Althaus, N Hill, R Ferrari, L Edwards, R Przeslawski…",A standardised vocabulary for identifying benthic biota and substrata from underwater imagery: the CATAMI classification scheme,2015,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0141039,NA
"DK Jue, JC Daniels",A successful model for citizen scientist involvement in building a statewide at-risk butterfly database,2015,https://link.springer.com/article/10.1007/s10841-014-9733-6,NA
"I Brown, M Everard",A working typology of response options to manage environmental change and their scope for complementarity using an Ecosystem Approach,2015,https://www.sciencedirect.com/science/article/pii/S1462901115001033,NA
"MH Allsopp, BP Oldroyd","BA Harpur, NC Chapman, L. Krimus, P. Maciukiewicz, V. Sandhu, K. Sood, J. Lim, TE Rinderer",2015,https://www.researchgate.net/profile/Amro_Zayed/publication/281809807_Assessing_patterns_of_admixture_and_ancestry_in_Canadian_honey_bees/links/560c077708aed543358d1aeb.pdf,NA
