title,author,documentURL,database,year,search_venue
SPRING FLING,NA,https://search.proquest.com/docview/1993163318?accountid=14507,European Newsstream,2018,ProQuest
Three ways to combine a holiday with horticulture,NA,https://search.proquest.com/docview/2002707867?accountid=14507,European Newsstream,2018,ProQuest
Citizen science has arrived,"Thompson, Sylvia",https://search.proquest.com/docview/2033508255?accountid=14507,European Newsstream,2018,ProQuest
NBN Co Appoints Corporate Affairs Lead,NA,https://search.proquest.com/docview/2039324260?accountid=14507,SciTech Premium Collection,2018,ProQuest
Spatial hidden Markov models and species distributions,"Spezia, Luigi;Friel, Nial;Gimona, Alessandro",https://search.proquest.com/docview/2037005189?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection",2018,ProQuest
Locating species range frontiers: a cost and efficiency comparison of citizen science and hair-tube survey methods for use in tracking an invasive squirrel,"Goldstein, Emily A;Lawton, Colin;Sheehy, Emma;Butler, Fidelma",https://search.proquest.com/docview/1647012672?accountid=14507,SciTech Premium Collection,2014,ProQuest
Citizen science survey to help our hedgehogs,"Hamilton, Jessica",https://search.proquest.com/docview/1522546405?accountid=14507,European Newsstream,2014,ProQuest
"An atlas of the world's conifers: an analysis of their distribution, biogeography, diversity and conservation status","Clemons, J",https://search.proquest.com/docview/1535066805?accountid=14507,Social Science Premium Collection,2014,ProQuest
"Zygoribatula connexa Berlese, 1904 (Acari, Oribatida): a new Irish record with comments on its biology and the genus status in Ireland","Arroyo, Julio;O'Gara, Nula;Bolger, Thomas",https://search.proquest.com/docview/1627970128?accountid=14507,SciTech Premium Collection,2014,ProQuest
Citizen science,NA,https://search.proquest.com/docview/1547775578?accountid=14507,European Newsstream,2014,ProQuest
The role of citizen science in monitoring biodiversity in Ireland.,"Donnelly, Alison;Crowe, Olivia;Regan, Eugenie;Begley, Sinead;Caffarra, Amelia",https://search.proquest.com/docview/1544738702?accountid=14507,SciTech Premium Collection,2014,ProQuest
Researchers hope 'citizen science' will turn up information on elusive Irish stoat,"DESTRADE, MICHEL",https://search.proquest.com/docview/1736427015?accountid=14507,ProQuest Historical Newspapers: The Irish Times and The Weekly Irish Times,2014,ProQuest
"Evidence for contrasting causes of population change in two closely related, sympatric breeding species the Whinchat Saxicola rubetra and Stonechat Saxicola torquata in Britain","Henderson, Ian;Calladine, John;Massimino, Dario;Taylor, Jennifer A;Gillings, Simon",https://search.proquest.com/docview/1686720933?accountid=14507,SciTech Premium Collection,2014,ProQuest
What can we learn from 'nature's greatest feat'? [Edition 3],NA,https://search.proquest.com/docview/1609246132?accountid=14507,European Newsstream,2014,ProQuest
Bird trust recognised for monumental research project,"Warner, Tim",https://search.proquest.com/docview/1617716114?accountid=14507,European Newsstream,2014,ProQuest
"Evidence for contrasting causes of population change in two closely related, sympatric breeding species the Whinchat Saxkola rubetra and Stonechat Saxkola torquata in Britain","Henderson, Ian;Calladine, John;Massimino, Dario;Taylor, Jennifer A;Gillings, Simon",https://search.proquest.com/docview/1638508314?accountid=14507,SciTech Premium Collection,2014,ProQuest
Georeferenced Atlas and Catalog of Libyan Reptiles,"Taylor, Dylan James",https://search.proquest.com/docview/1694582824?accountid=14507,ProQuest Dissertations & Theses A&I,2015,ProQuest
The bee lab kit: activities engaging motivated lay users in the use of open technologies for citizen science activities,"Phillips, Robert",https://search.proquest.com/docview/1780276019?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2015,ProQuest
Smartphone-powered citizen science for bioacoustic monitoring,"Zilli, Davide",https://search.proquest.com/docview/1780279315?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2015,ProQuest
"Online citizen science projects: an exploration of motivation, contribution and participation","Curtis, Vickie",https://search.proquest.com/docview/1784059475?accountid=14507,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I",2015,ProQuest
Rapid multi-nation distribution assessment of a charismatic conservation species using open access ensemble model GIS predictions: Red panda (Ailurus fulgens) in the Hindu-Kush Himalaya region,"Kandel, Kamal;Huettmann, Falk;Suwal, Madan Krishna;Ganga Ram Regmi;Nijman, Vincent;K.A.I. Nekaris;Sonam Tashi Lama;Thapa, Arjun;Hari Prasad Sharma;Tulsi Ram Subedi",https://search.proquest.com/docview/1836666258?accountid=14507,SciTech Premium Collection,2015,ProQuest
The impact of changing habitat availability on population trends of woodland birds associated with early successional plantation woodland,"Burgess, Malcolm D;Bellamy, Paul E;Gillings, Simon;Noble, David G;Grice, Philip V;Conway, Greg J",https://search.proquest.com/docview/1686720355?accountid=14507,SciTech Premium Collection,2015,ProQuest
Fish mislabelling in France: substitution rates and retail types,"Bénard-Capelle, Julien;Guillonneau, Victoire;Nouvian, Claire;Fournier, Nicolas;Karine Le Loët;Dettai, Agnès",https://search.proquest.com/docview/1957139486?accountid=14507,SciTech Premium Collection,2015,ProQuest
Do hedgehogs not like northwest Mayo? Help us answer this and other prickly questions,"Ahlstrom, Dick",https://search.proquest.com/docview/1654470454?accountid=14507,European Newsstream,2015,ProQuest
Western Europe Telecommunications Insight - March 2015,NA,https://search.proquest.com/docview/1652122722?accountid=14507,SciTech Premium Collection,2015,ProQuest
House sparrows top pecking order,"Amos, Ilona",https://search.proquest.com/docview/1666635251?accountid=14507,European Newsstream,2015,ProQuest
State urged to bring in beaver to save wild salmon,"Siggins, Lorna",https://search.proquest.com/docview/1669983228?accountid=14507,European Newsstream,2015,ProQuest
Citizen Science Based Monitoring of Greylag goose (Anser anser) in Bavaria (Germany): Combining Count Data and Bag Data to Estimate Long-Term Trends between 1988/89 and 2010/11,"Grauer, Andreas;König, Andreas;Bunnefeld, Nils",https://search.proquest.com/docview/1691040311?accountid=14507,SciTech Premium Collection,2015,ProQuest
Constructing Scientific Communities: Citizen Science.,"Shuttleworth, Sally;Frampton, Sally",https://search.proquest.com/docview/1692754647?accountid=14507,SciTech Premium Collection,2015,ProQuest
Defra hopes open access to rural data will boost output,"Bowern, Philip",https://search.proquest.com/docview/1692242669?accountid=14507,European Newsstream,2015,ProQuest
Defra Secretary opens up access to rural data to boost farming output,"Bowern, Philip",https://search.proquest.com/docview/1692242698?accountid=14507,European Newsstream,2015,ProQuest
Modelling Hotspots for Invasive Alien Plants in India,"Adhikari, Dibyendu;Tiwary, Raghuvar;Barik, Saroj Kanta",https://search.proquest.com/docview/1700480555?accountid=14507,SciTech Premium Collection,2015,ProQuest
"Multidimensional biases, gaps and uncertainties in global plant occurrence information","Meyer, Carsten;Weigelt, Patrick;Kreft, Holger",https://search.proquest.com/docview/1960502664?accountid=14507,SciTech Premium Collection,2015,ProQuest
"""We the Scientists"": a Human Right to Citizen Science","Vayena, Effy;Tasioulas, John",https://search.proquest.com/docview/1704210667?accountid=14507,"ABI/INFORM Global,Entrepreneurship Database,Social Science Premium Collection",2015,ProQuest
Biodiversity in urban gardens: Assessing the accuracy of citizen science data on garden hedgehogs,"Williams, Rachel L;Stafford, Richard;Goodenough, Anne E",https://search.proquest.com/docview/1705404396?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection",2015,ProQuest
Citizen Science as a New Tool in Dog Cognition Research,"Laughlin, Stewart;MacLean, Evan L;Ivy, David;Woods, Vanessa;Cohen, Eliot;Rodriguez, Kerri;McIntyre, Matthew;Mukherjee, Sayan;Call, Josep;Kaminski, Juliane;Miklósi, Ádám;Wrangham, Richard W;Hare, Brian",https://search.proquest.com/docview/1719285432?accountid=14507,SciTech Premium Collection,2015,ProQuest
"Half of museum specimens have the wrong labels, admit scientists","Knapton, Sarah",https://search.proquest.com/docview/1733354295?accountid=14507,European Newsstream,2015,ProQuest
Comparison of a species distribution model and a process model from a hierarchical perspective to quantify effects of projected climate change on tree species,"Schneiderman, Jeffrey E;He, Hong S;Thompson, Frank R, III;Dijak, William D;Fraser, Jacob S",https://search.proquest.com/docview/1724196262?accountid=14507,SciTech Premium Collection,2015,ProQuest
CIESM atlas of exotic species in the Mediterranean Sea. Vol. 4. Macrophytes,"Garbary, David",https://search.proquest.com/docview/1760947967?accountid=14507,SciTech Premium Collection,2016,ProQuest
Mapping earthworm communities in Europe,"Rutgers, Michiel;Orgiazzi, Alberto;Gardi, Ciro;JÃ¶rg RÃ¶mbke;Stephan JÃ¤nsch;Keith, Aidan M;Neilson, Roy;Boag, Brian;Schmidt, Olaf;Murchie, Archie K;Blackshaw, Rod P;Guénola PérÃ¨s;Cluzeau, Daniel;Guernion, Muriel;Maria J.I. Briones;Rodeiro, Javier;Piñeiro, Raúl;Darío J.Díaz Cosín;J.Paulo Sousa;Suhadolc, Marjetka;Kos, Ivan;Paul-Henning Krogh;Faber, Jack H;Mulder, Christian;Bogte, Jaap J;Harm J.van Wijnen;Schouten, Anton J;de Zwart, Dick",https://search.proquest.com/docview/1817813962?accountid=14507,SciTech Premium Collection,2016,ProQuest
Sensor Web Enablement (SWE) for citizen science,"Simonis, I;De Lathouwer, B;Taylor, T",https://search.proquest.com/docview/1837125835?accountid=14507,SciTech Premium Collection,2016,ProQuest
"Dissertation Title: Framing Youth Citizen Science for Education, Youth Development, andPublic Land Conservation","Ady, Janet Carrier",https://search.proquest.com/docview/1867013643?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2016,ProQuest
Is citizen science worth it? Economic decisions of natural resource managers,"Fauver, Brian M.",https://search.proquest.com/docview/1870037844?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2016,ProQuest
Multi-Atlas Library for Eliminating Normalization Failures in Non-Human Primates,"Maldjian, Joseph A;Shively, Carol A;Nader, Michael A;Friedman, David P;Whitlow, Christopher T",https://search.proquest.com/docview/1778710638?accountid=14507,SciTech Premium Collection,2016,ProQuest
Quantifying the relative irreplaceability of important bird and biodiversity areas,"Marco, Moreno;Brooks, Thomas;Cuttelod, Annabelle;Fishpool, Lincoln DC;Rondinini, Carlo;Smith, Robert J;Bennun, Leon;Butchart, Stuart HM;Ferrier, Simon;Foppen, Ruud PB;Joppa, Lucas;Juffe-Bignoli, Diego;Knight, Andrew T;Lamoreux, John F;Langhammer, Penny F;May, Ian;Possingham, Hugh P;Visconti, Piero;Watson, James EM;Woodley, Stephen",https://search.proquest.com/docview/1904280894?accountid=14507,SciTech Premium Collection,2016,ProQuest
"Atlas Florae Europaeae Notes 27. Taxonomy of the Sorbus arranensis Group (Rosaceae) in Norway, a Hybrid Aggregate between S. aria s. lato and S. aucuparia",NA,https://search.proquest.com/docview/2000148042?accountid=14507,SciTech Premium Collection,2016,ProQuest
Performance Poetry as a Method to Understand Disability,"Lee-Ann Fenge;Hodges, Caroline;Cutts, Wendy",https://search.proquest.com/docview/1779359854?accountid=14507,Social Science Premium Collection,2016,ProQuest
Citizen science networks in natural history and the collective validation of biodiversity data.,"Turnhout, Esther;Lawrence, Anna;Turnhout, Sander",https://search.proquest.com/docview/1787477079?accountid=14507,SciTech Premium Collection,2016,ProQuest
To have your citizen science cake and eat it? Delivering research and outreach through Open Air Laboratories (OPAL).,"Lakeman-Fraser, Poppy;Gosling, Laura;Moffat, Andy J;West, Sarah E;Fradera, Roger;Davies, Linda;Ayamba, Maxwell A;van der Wal, René",https://search.proquest.com/docview/1807532812?accountid=14507,SciTech Premium Collection,2016,ProQuest
Initiating and continuing participation in citizen science for natural history.,"Everett, Glyn;Geoghegan, Hilary",https://search.proquest.com/docview/1807532827?accountid=14507,SciTech Premium Collection,2016,ProQuest
"Disentangling the influences of habitat availability, heterogeneity and spatial position on the species richness and rarity of urban bird communities in a central European city","Ferenc, Michal;Sedlácek, Ondrej;Mourková, Jindra;Exnerová, Alice;Skopek, Jaroslav;Formánek, Jirí;Fuchs, Roman",https://search.proquest.com/docview/1815622740?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection",2016,ProQuest
The National Eclipse Weather Experiment: an assessment of citizen scientist weather observations.,"Barnard, L;Portas, A M;Gray, S L;Harrison, R G",https://search.proquest.com/docview/1813901983?accountid=14507,SciTech Premium Collection,2016,ProQuest
Bee campaign gets busy as one third of species face extinction,NA,https://search.proquest.com/docview/1903855029?accountid=14507,European Newsstream,2016,ProQuest
Unstructured citizen science data fail to detect long-term population declines of common birds in Denmark,"Kamp, Johannes;Oppel, Steffen;Heldbjerg, Henning;Timme Nyegaard;Donald, Paul F",https://search.proquest.com/docview/2000154346?accountid=14507,SciTech Premium Collection,2016,ProQuest
"A comparison of models for interval-censored plant cover data, with applications to monitoring schemes","Pescott, Oliver L;Jitlal, Mark;Smart, Simon M;Walker, Kevin J;Roy, David B;Freeman, Stephen N",https://search.proquest.com/docview/1950347719?accountid=14507,SciTech Premium Collection,2016,ProQuest
Exploiting opportunistic observations to estimate changes in seasonal site use: an example with wetland birds,"Ruete, Alejandro;Pärt, Tomas;Berg, Åke;Knape, Jonas",https://search.proquest.com/docview/1950368290?accountid=14507,SciTech Premium Collection,2016,ProQuest
How to choose the best NBN plan for your needs,NA,https://search.proquest.com/docview/1855434457?accountid=14507,SciTech Premium Collection,2016,ProQuest
